Team,Player,Event,Mins,Secs,X,Y,X2,Y2
GEVP,8,reb_of,92,6,21,37,-,-
GEVP,8,Errado,92,7,20,38,-,-
SITAS,2,Pase,92,19,22,46,37,11
SITAS,5,Pase,92,20,38,12,58,10
SITAS,11,Pase,92,22,57,11,75,15
SITAS,11,Foul,92,30,74,32,-,-
GEVP,8,Gol,92,37,35,49,-,-
SITAS,2,Pase,92,41,13,50,20,81
SITAS,10,Pase,92,43,20,86,39,91
SITAS,9,Pase,92,44,39,91,55,74
SITAS,11,Pase,92,46,56,72,52,34
SITAS,5,Pase,92,47,53,35,72,19
GEVP,6,Foul,92,50,73,20,-,-
SITAS,10,Pase,92,59,74,22,55,16
SITAS,11,Pase,93,2,55,18,93,70
SITAS,5,Gol,93,3,94,71,-,-
GEVP,12,Pase,93,7,87,45,80,17
GEVP,5,Pase,93,8,80,15,64,4
GEVP,11,sub_out,93,3,49,50,-,-
GEVP,9,sub_in,93,3,50,49,-,-
GEVP,9,Pase,93,11,64,6,69,89
GEVP,6,Pase,93,12,69,90,32,91
GEVP,8,Pase,93,15,33,91,37,26
SITAS,9,Foul,93,31,37,28,-,-
SITAS,15,Foul,93,24,14,41,-,-
GEVP,8,Pase,93,31,10,46,10,73
SITAS,5,Foul,93,32,21,56,-,-
GEVP,8,Pase,93,39,15,67,22,44
GEVP,12,Pase,93,41,21,45,32,77
GEVP,2,Gol,93,42,32,77,-,-
SITAS,15,Pase,93,48,13,48,31,39
SITAS,9,Pase,93,51,32,39,38,83
SITAS,2,Pase,93,52,39,82,61,90
SITAS,11,Pase,93,55,61,89,38,78
SITAS,2,Pase,93,57,37,77,47,52
SITAS,11,Pase,93,59,47,50,59,90
SITAS,2,Pase,94,0,59,89,77,91
SITAS,5,Pase,94,2,75,90,83,60
GEVP,9,Foul,94,5,85,60,-,-
SITAS,10,Pase,94,7,86,63,71,75
SITAS,11,Pase,94,9,71,74,56,63
GEVP,6,Foul,94,11,55,65,-,-
GEVP,6,sub_out,94,17,49,49,-,-
SITAS,11,Gol,94,22,64,48,-,-
GEVP,12,Pase,94,25,86,54,73,14
GEVP,13,Pase,94,26,72,15,76,38
GEVP,9,Pase,94,28,77,37,62,6
GEVP,13,Pase,94,31,62,6,36,33
GEVP,8,Pase,94,33,37,32,24,49
SITAS,15,Foul,94,33,25,52,-,-
GEVP,8,Pase,94,43,23,63,3,13
GEVP,12,Pase,94,45,2,14,6,88
GEVP,5,Pase,94,47,5,87,44,67
GEVP,2,Pase,94,50,45,72,22,49
GEVP,5,Pase,94,52,22,42,8,15
GEVP,12,Gol,94,53,7,18,-,-
SITAS,2,Pase,94,56,11,38,25,12
SITAS,15,Pase,95,1,25,12,61,11
GEVP,13,Foul,95,3,88,51,-,-
SITAS,10,Pase,97,1,93,68,81,87
SITAS,15,Pase,97,2,80,87,95,90
SITAS,10,Pase,97,4,95,91,69,91
SITAS,5,sub_out,97,4,50,50,-,-
SITAS,1,sub_in,97,4,50,49,-,-
SITAS,1,Pase,97,5,69,91,53,78
GEVP,9,sub_out,97,7,50,49,-,-
GEVP,4,Foul,97,11,54,77,-,-
SITAS,15,Pase,97,13,53,77,51,38
SITAS,10,Pase,97,16,53,39,72,46
SITAS,11,Errado,97,18,75,55,-,-
GEVP,4,Foul,97,19,86,46,-,-
SITAS,15,Pase,97,22,87,36,57,16
SITAS,10,Pase,97,23,57,17,69,8
SITAS,11,Pase,97,25,69,8,70,37
SITAS,1,Pase,97,26,69,38,53,11
SITAS,10,Pase,97,30,55,12,91,8
SITAS,11,Pase,97,33,92,10,95,56
SITAS,11,Pase,97,41,94,53,76,86
SITAS,1,Pase,97,42,77,86,90,94
SITAS,10,Pase,97,45,91,95,84,77
GEVP,4,Foul,97,45,86,68,-,-
SITAS,15,Pase,97,49,84,74,59,62
GEVP,5,Foul,97,54,58,62,-,-
SITAS,10,Pase,98,0,60,59,53,37
SITAS,15,Pase,98,1,53,36,73,25
SITAS,1,Pase,98,3,73,25,52,36
SITAS,11,Pase,98,5,49,37,25,74
GEVP,2,Foul,98,8,26,69,-,-
SITAS,11,Pase,98,10,26,77,56,10
SITAS,2,Pase,98,11,56,12,69,4
SITAS,15,Pase,98,13,70,6,57,7
SITAS,2,Pase,98,14,57,8,52,38
SITAS,11,Pase,98,15,52,39,42,8
SITAS,2,Pase,98,16,43,8,28,36
SITAS,10,Pase,98,18,27,35,38,87
GEVP,8,Foul,98,19,39,88,-,-
SITAS,2,Pase,98,28,39,88,56,44
SITAS,15,Pase,98,29,56,45,45,12
SITAS,9,Pase,98,31,46,15,60,28
SITAS,11,Pase,98,32,60,30,52,59
SITAS,1,Pase,98,33,53,55,36,26
SITAS,9,Pase,98,35,36,29,57,15
SITAS,11,Pase,98,37,57,16,68,71
SITAS,2,Gol,98,39,74,70,-,-
GEVP,13,Pase,98,42,86,53,76,84
GEVP,8,Pase,98,44,75,86,49,81
GEVP,12,Pase,98,46,48,78,31,91
GEVP,5,Gol,98,48,30,91,-,-
SITAS,9,Pase,98,51,13,49,17,80
SITAS,1,Pase,98,53,18,86,13,62
SITAS,9,Pase,98,56,14,63,50,18
SITAS,15,Pase,98,57,50,17,51,30
SITAS,11,Pase,98,59,51,32,41,12
SITAS,15,Perdida,99,2,40,10,-,-
GEVP,5,Recupero,99,2,48,86,-,-
GEVP,8,Pase,99,6,35,94,58,90
GEVP,5,Errado,99,8,54,90,-,-
GEVP,8,reb_of,99,9,25,51,-,-
GEVP,8,Pase,99,10,27,55,30,14
GEVP,2,Gol,99,11,30,15,-,-
SITAS,9,Pase,99,14,14,39,26,37
SITAS,11,Pase,99,16,26,39,16,15
SITAS,9,Perdida,99,20,16,15,-,-
GEVP,4,Pase,100,43,55,99,59,71
GEVP,5,Pase,100,45,59,74,59,21
GEVP,13,Pase,100,46,59,20,60,48
GEVP,5,Errado,100,48,59,49,-,-
GEVP,8,reb_of,100,50,16,53,-,-
SITAS,9,Foul,100,53,16,53,-,-
GEVP,2,Pase,100,54,24,53,3,63
GEVP,12,Errado,100,55,4,62,-,-
SITAS,1,reb_def,100,57,18,66,-,-
SITAS,1,Pase,100,58,22,62,37,33
SITAS,10,Pase,100,59,39,37,55,9
SITAS,15,sub_out,100,58,50,51,-,-
SITAS,7,sub_in,100,58,50,49,-,-
SITAS,7,Pase,101,1,54,9,38,14
SITAS,10,Pase,101,3,37,15,21,37
SITAS,2,Pase,101,5,21,37,24,77
SITAS,9,Pase,101,5,25,76,20,49
SITAS,2,Pase,101,6,21,51,34,49
SITAS,11,Pase,101,9,34,54,29,82
GEVP,2,Foul,101,12,30,74,-,-
SITAS,2,Pase,101,14,29,58,35,23
SITAS,11,Pase,101,15,35,25,24,37
SITAS,2,Pase,101,15,24,37,29,13
SITAS,11,Pase,101,17,29,14,47,5
SITAS,7,Pase,101,18,47,7,48,34
SITAS,9,Pase,101,19,48,35,36,8
SITAS,7,Pase,101,21,36,9,51,49
SITAS,10,Pase,101,23,51,50,48,90
SITAS,2,Pase,101,25,48,91,62,91
GEVP,4,Foul,101,30,59,89,-,-
SITAS,11,Gol,101,40,63,49,-,-
GEVP,13,Pase,101,43,85,51,85,20
GEVP,4,Pase,101,45,86,19,71,26
GEVP,5,Pase,101,47,71,24,39,9
SITAS,1,Foul,101,47,39,11,-,-
GEVP,12,Pase,101,49,39,11,11,14
GEVP,8,Pase,101,50,9,14,20,36
SITAS,1,Foul,101,52,12,53,-,-
GEVP,8,Pase,102,0,10,32,21,39
GEVP,12,Gol,102,2,21,39,-,-
SITAS,2,Pase,102,6,12,56,54,90
SITAS,1,Pase,102,8,54,92,46,66
SITAS,9,Pase,102,8,45,68,59,63
SITAS,10,Pase,102,10,58,64,53,19
SITAS,7,Pase,102,12,53,18,47,49
SITAS,11,Pase,102,13,46,49,66,66
SITAS,9,Pase,102,17,67,65,51,12
SITAS,10,Pase,102,20,51,14,28,38
SITAS,9,Pase,102,21,27,32,42,62
SITAS,2,Pase,102,23,43,60,47,35
SITAS,9,Pase,102,24,46,35,72,11
SITAS,1,Pase,102,26,73,14,34,10
SITAS,10,Pase,102,28,34,12,28,46
SITAS,9,Pase,102,29,29,47,45,26
SITAS,7,Pase,102,30,45,25,27,55
SITAS,9,Perdida,102,32,28,54,-,-
GEVP,2,Pase,102,36,42,3,58,9
GEVP,2,Errado,102,36,53,8,-,-
